date,demand,loadShed,rainfall,apparent_temperature
2018-01-01,2722,0,0,19.8
2018-01-02,2752,0,0,20.1
2018-01-03,2694,0,0,17.6
2018-01-04,2765,0,0,15.6
2018-01-05,2232,0,0,17.1
2018-01-06,2560,0,0,15.6
2018-01-07,2577,0,0,13.6
2018-01-08,2632,0,0,13.1
2018-01-09,2683,0,0,14.2
2018-01-10,2773,0,0,15
2018-01-11,2781,0,0,15.3
2018-01-12,2235,0,0,16.2
2018-01-13,2695,0,0,17
2018-01-14,2599,0,0,17.7
2018-01-15,2699,0,0,17.7
2018-01-16,2739,0,0,18.2
2018-01-17,2761,0,0,18.4
2018-01-18,2689,0,0,18.6
2018-01-19,2263,0,0,18.5
2018-01-20,2665,0,0,18.1
2018-01-21,2659,0,0,18.3
2018-01-22,2650,0,0,18.3
2018-01-23,2722,0,0,19.1
2018-01-24,2660,0,0,19.6
2018-01-25,2794,0,0,20.1
2018-01-26,2260,0,0,17.6
2018-01-27,2613,0,0,16.8
2018-01-28,2740,0,0,16.1
2018-01-29,2752,0,0,17.6
2018-01-30,2749,0,0,18.5
2018-01-31,2749,0,0,18.3
2018-02-01,2761,0,0,19.2
2018-02-02,2215,0,0,20.7
2018-02-03,2718,0,0,21.7
2018-02-04,2721,0,0,21.9
2018-02-05,2847,0,0,24
2018-02-06,2633,0,0,23.8
2018-02-07,2841,0,0,22.2
2018-02-08,2640,0,0,22.2
2018-02-09,2345,0,0,23
2018-02-10,2691,0,0,24.1
2018-02-11,2646,0,0,20.4
2018-02-12,2757,0,0,20.9
2018-02-13,2996,0,0,22.4
2018-02-14,2876,0,0,22.5
2018-02-15,2866,0,0,21.5
2018-02-16,2367,0,0,20.2
2018-02-17,2785,0,0,21.4
2018-02-18,2903,0,0,23.2
2018-02-19,3031,0,0,23.4
2018-02-20,2918,0,0,25
2018-02-21,2392,0,0,25.4
2018-02-22,2929,0,0,25.2
2018-02-23,2622,0,0,25.8
2018-02-24,3190,0,0,27.6
2018-02-25,3249,0,0,28.2
2018-02-26,3130,0,5.4,26.5
2018-02-27,3157,0,0,26.1
2018-02-28,3217,0,0,26.5
2018-03-01,3238,0,0,27
2018-03-02,2725,0,0,27.4
2018-03-03,3340,0,0,28
2018-03-04,3358,0,0,29.3
2018-03-05,3326,0,0.3,29.8
2018-03-06,2650,0,0,28
2018-03-07,3383,0,0,25.7
2018-03-08,3367,0,0,24.3
2018-03-09,2803,0,0,26.2
2018-03-10,,,0,26.5
2018-03-11,3402,0,0,26.3
2018-03-12,3514,0,1.5,27
2018-03-13,3528,0,0.2,28.2
2018-03-14,3441,0,0,28.9
2018-03-15,3425,0,0.5,29.9
2018-03-16,3003,0,1.7,29.3
2018-03-17,3337,0,0.3,29.4
2018-03-18,3464,0,0,29.7
2018-03-19,3611,0,0,29.7
2018-03-20,3441,0,0,27.9
2018-03-21,3460,0,0,28.9
2018-03-22,3549,0,0.2,30.5
2018-03-23,3185,0,0.4,31.4
2018-03-24,3612,0,0,31.2
2018-03-25,3459,0,0,32.6
2018-03-26,2837,0,3.9,32.2
2018-03-27,3374,0,9.7,30
2018-03-28,3413,0,0.1,31.5
2018-03-29,3567,0,7.4,31
2018-03-30,2325,0,5.3,29.8
2018-03-31,3034,0,18.8,27.9
2018-04-01,3309,0,0,30.1
2018-04-02,3295,0,0,30.1
2018-04-03,3429,0,0.5,31.6
2018-04-04,3333,0,0,32.2
2018-04-05,3160,0,0.1,31.1
2018-04-06,2986,0,16.8,29
2018-04-07,3432,0,0.6,30.7
2018-04-08,3227,0,1.2,31.1
2018-04-09,3559,0,1,31.2
2018-04-10,3278,0,2.8,31.2
2018-04-11,3174,0,4.7,31.6
2018-04-12,3318,0,16.7,31.5
2018-04-13,3173,0,26.3,31.3
2018-04-14,2293,0,1,31.9
2018-04-15,3572,0,17.2,32.6
2018-04-16,3570,0,0.7,33.8
2018-04-17,3274,0,0.3,31.9
2018-04-18,3577,0,13.8,30.8
2018-04-19,3580,0,11.9,29.1
2018-04-20,2717,0,4.3,32.8
2018-04-21,2946,0,14,32.5
2018-04-22,3053,0,7.1,33
2018-04-23,3432,0,0.3,34.7
2018-04-24,3704,0,0.1,35.2
2018-04-25,3328,0,6.2,32.9
2018-04-26,,,13.2,30.9
2018-04-27,3051,0,1.2,31.5
2018-04-28,3578,0,0.5,32.2
2018-04-29,2796,0,17.5,29.7
2018-04-30,2816,0,6,28.5
2018-05-01,2445,0,5.8,29.3
2018-05-02,2415,0,10.1,30.2
2018-05-03,3150,0,19.8,29.4
2018-05-04,2759,0,32.2,30
2018-05-05,3198,0,26.3,30
2018-05-06,3565,0,14.5,32.5
2018-05-07,3539,0,9.9,32.8
2018-05-08,3805,0,4.1,33.5
2018-05-09,3548,0,8.2,32.1
2018-05-10,2995,0,1.6,32.9
2018-05-11,2585,0,22.5,30.7
2018-05-12,3341,0,25.5,29.5
2018-05-13,3308,0,12.9,30.2
2018-05-14,3518,0,34.5,29.3
2018-05-15,3575,0,1.6,31.8
2018-05-16,3180,0,23.9,29.9
2018-05-17,3427,0,33.4,29.5
2018-05-18,2928,0,11.7,30
2018-05-19,3457,0,11.2,30.4
2018-05-20,3392,0,13.4,30.3
2018-05-21,3313,0,19,30.9
2018-05-22,3528,0,10.9,32.7
2018-05-23,3393,0,7.5,32.7
2018-05-24,3604,0,15.4,32
2018-05-25,3294,0,5.8,33
2018-05-26,3847,0,2,34
2018-05-27,3941,0,0.1,35
2018-05-28,4005,0,0,35.3
2018-05-29,3928,0,0.2,35.7
2018-05-30,3432,0,0.3,35.4
2018-05-31,3464,0,26.9,33.3
2018-06-01,3090,0,15.8,33.4
2018-06-02,3733,0,23.1,33.3
2018-06-03,3665,0,1,34.1
2018-06-04,3908,0,2.4,34.3
2018-06-05,3942,0,6.3,34.8
2018-06-06,3986,0,1.7,35.5
2018-06-07,4118,0,0.5,36.1
2018-06-08,3693,0,4.4,35.7
2018-06-09,3993,0,19.3,36.5
2018-06-10,3758,0,39.6,34
2018-06-11,3932,0,14.8,33.9
2018-06-12,3081,0,17,33.3
2018-06-13,3478,0,15.4,34.1
2018-06-14,3225,0,20.8,34.2
2018-06-15,2619,0,18.2,34.7
2018-06-16,2130,0,1.6,35.9
2018-06-17,2502,0,2.7,36.1
2018-06-18,2606,0,0.9,36.8
2018-06-19,2243,0,8.8,35.7
2018-06-20,2700,0,3.2,36.1
2018-06-21,2915,0,5.5,34.9
2018-06-22,2971,0,1.9,34.3
2018-06-23,3269,0,9.4,32.7
2018-06-24,3462,0,17.8,32
2018-06-25,3474,0,34.5,31.8
2018-06-26,3565,0,1.7,33.2
2018-06-27,3582,0,2.3,31.1
2018-06-28,3497,0,5.8,31.9
2018-06-29,3497,0,2.2,32.4
2018-06-30,3751,0,5.4,33.1
2018-07-01,3813,0,8.1,33.2
2018-07-02,3810,0,5.7,32.5
2018-07-03,3670,0,32,32.1
2018-07-04,3587,0,20.9,32.6
2018-07-05,3760,0,13.9,33.1
2018-07-06,3536,0,0.6,34.5
2018-07-07,3875,0,0.2,33.9
2018-07-08,3825,0,3.5,32.5
2018-07-09,3922,0,3.5,32.8
2018-07-10,3962,0,8.3,32.7
2018-07-11,3978,0,3.3,33.9
2018-07-12,4020,0,5.2,33.4
2018-07-13,3531,0,2.7,33.8
2018-07-14,4043,0,0.4,34.7
2018-07-15,3918,0,0.9,32.8
2018-07-16,4003,0,2,31.9
2018-07-17,3839,0,13.1,32.7
2018-07-18,3988,0,3.6,34.9
2018-07-19,4141,0,1,38.2
2018-07-20,3660,0,9.2,36
2018-07-21,3892,0,1.9,31.4
2018-07-22,3886,0,4.6,31.4
2018-07-23,3725,0,14.4,32.2
2018-07-24,3689,0,17.8,32.6
2018-07-25,3763,0,9.5,31.9
2018-07-26,3691,0,13.7,31.9
2018-07-27,3378,0,11.7,31.9
2018-07-28,3684,0,22.5,32.2
2018-07-29,3808,0,8.8,32.5
2018-07-30,3849,0,11.2,32.6
2018-07-31,3935,0,6.3,32.2
2018-08-01,3757,0,17.7,32.2
2018-08-02,3700,0,13.2,31.5
2018-08-03,3421,0,18.3,31.5
2018-08-04,3848,0,7.5,32.9
2018-08-05,3968,0,8.9,34
2018-08-06,3922,0,1.7,33.9
2018-08-07,3927,0,1.1,32.1
2018-08-08,3942,0,0.5,33.2
2018-08-09,4043,0,2.9,33.7
2018-08-10,3658,0,1.2,34.3
2018-08-11,4082,0,0.8,33.9
2018-08-12,4148,0,5.5,33.4
2018-08-13,4289,0,0.2,34
2018-08-14,4239,0,3.9,34.5
2018-08-15,3723,0,0.7,33.3
2018-08-16,4125,0,2.5,33.9
2018-08-17,3898,0,0.2,35.1
2018-08-18,4195,0,3,37.1
2018-08-19,3790,0,4.4,35.8
2018-08-20,3026,0,6.7,32.6
2018-08-21,2506,0,2.4,32.8
2018-08-22,2522,0,0.7,33.4
2018-08-23,2519,0,5.6,33.6
2018-08-24,2487,0,8.2,33.6
2018-08-25,2646,0,5.8,33.4
2018-08-26,2887,0,0.9,33.4
2018-08-27,2966,0,1,32.6
2018-08-28,3222,0,3.8,32.4
2018-08-29,3331,0,2.2,32.2
2018-08-30,3537,0,1.9,32.9
2018-08-31,3363,0,6.4,33.4
2018-09-01,3571,0,3.8,32
2018-09-02,3541,0,7.1,31.1
2018-09-03,3895,0,2.8,32.8
2018-09-04,3925,0,8.4,33.3
2018-09-05,3941,0,0.2,33.1
2018-09-06,3854,0,5.6,30.6
2018-09-07,3503,0,5.4,31.4
2018-09-08,4022,0,0.6,33.2
2018-09-09,3998,0,0.2,34
2018-09-10,3959,0,5.7,32.9
2018-09-11,3853,0,7.8,32.8
2018-09-12,3981,0,12.4,32.6
2018-09-13,3851,0,5.3,33.7
2018-09-14,3388,0,7.9,34.2
2018-09-15,4087,0,4.3,35.6
2018-09-16,4098,0,0.1,35.9
2018-09-17,4143,0,0,36.3
2018-09-18,,,0.1,37.1
2018-09-19,4096,0,9.2,36.6
2018-09-20,4089,0,18.4,33.3
2018-09-21,3348,0,0.3,31.9
2018-09-22,4024,0,0,32.8
2018-09-23,4044,0,0.2,34.8
2018-09-24,4064,0,0.3,34.3
2018-09-25,4023,0,12.2,33.2
2018-09-26,3937,0,4.3,34.3
2018-09-27,3887,0,3.1,34.3
2018-09-28,3699,0,0.4,35.5
2018-09-29,4101,0,0.4,36.1
2018-09-30,4136,0,0.2,35.6
2018-10-01,4092,0,0,34.9
2018-10-02,3713,0,0,33.2
2018-10-03,4013,0,0,33.4
2018-10-04,4063,0,0,34.3
2018-10-05,3517,0,0.5,34.5
2018-10-06,3990,0,1,34
2018-10-07,4045,0,0,33.5
2018-10-08,4015,0,0,32.7
2018-10-09,3902,0,0,31.7
2018-10-10,3577,0,6.7,28.2
2018-10-11,3414,0,32.9,26.8
2018-10-12,2801,0,16.3,28.1
2018-10-13,3321,0,31.5,28.3
2018-10-14,3423,0,1.5,29.7
2018-10-15,3643,0,0.2,30.1
2018-10-16,3604,0,0,29.3
2018-10-17,3696,0,0,28.8
2018-10-18,3735,0,0.1,29.1
2018-10-19,3147,0,0.1,30.4
2018-10-20,3679,0,0,30.7
2018-10-21,3785,0,0,30
2018-10-22,3835,0,0,30.2
2018-10-23,3795,0,0,29.5
2018-10-24,3785,0,0,29.5
2018-10-25,3639,0,0,27.7
2018-10-26,2938,0,0,26.5
2018-10-27,3611,0,0,27.4
2018-10-28,3248,0,9.8,26.7
2018-10-29,3235,0,8.8,26.8
2018-10-30,3379,0,4.2,26.6
2018-10-31,3534,0,0,27.8
2018-11-01,3654,0,0,29.3
2018-11-02,3028,0,0.5,30.4
2018-11-03,3656,0,0.5,29.4
2018-11-04,3776,0,0,29.5
2018-11-05,3715,0,0.7,30
2018-11-06,3719,0,0.3,29.8
2018-11-07,3499,0,0.2,28.4
2018-11-08,3394,0,0,26
2018-11-09,2621,0,0,25.6
2018-11-10,3188,0,0,26.4
2018-11-11,3132,0,0,26.6
2018-11-12,3247,0,0,26.1
2018-11-13,3351,0,0,26.7
2018-11-14,3318,0,0,27.3
2018-11-15,3439,0,0,27.2
2018-11-16,2626,0,0,27.4
2018-11-17,3206,0,0,27.7
2018-11-18,3188,0,0,25
2018-11-19,3123,0,0,23
2018-11-20,3087,0,0,24.7
2018-11-21,2926,0,0,24.3
2018-11-22,3129,0,0,22.6
2018-11-23,2476,0,0,24.1
2018-11-24,3046,0,0,24.1
2018-11-25,3071,0,0,23.2
2018-11-26,3137,0,0,23.3
2018-11-27,3057,0,0,23.5
2018-11-28,3249,0,0,22.3
2018-11-29,3105,0,0,22.1
2018-11-30,2542,0,0,22.2
2018-12-01,2994,0,0,21.8
2018-12-02,3013,0,0,21.6
2018-12-03,3025,0,0,21.7
2018-12-04,3001,0,0,21.1
2018-12-05,2976,0,0,21.4
2018-12-06,3013,0,0,21.7
2018-12-07,2500,0,0,20.9
2018-12-08,2942,0,0,20.3
2018-12-09,2901,0,0,20.3
2018-12-10,2972,0,0,19.9
2018-12-11,3027,0,0,19.8
2018-12-12,2971,0,0,21.8
2018-12-13,2903,0,0,21.8
2018-12-14,2443,0,0,22.3
2018-12-15,2718,0,0,20.4
2018-12-16,2206,0,0,21.3
2018-12-17,2747,0,6.9,20.9
2018-12-18,2840,0,24,18.1
2018-12-19,2779,0,0,18.2
2018-12-20,2780,0,0,18.1
2018-12-21,2670,0,0,18.7
2018-12-22,2833,0,0,18.8
2018-12-23,2842,0,0,18.6
2018-12-24,2855,0,0,18.9
2018-12-25,2784,0,0,18
2018-12-26,2878,0,0,16.6
2018-12-27,2820,0,0,16.2
2018-12-28,2290,0,0,14.9
2018-12-29,2204,0,0,14
2018-12-30,1766,0,0,16.2
2018-12-31,2361,0,0,17.3
